# amplicon position	effect
89	2.700000000000000000e+01
90	2.500000000000000000e+01
91	6.100000000000000000e+01
92	3.900000000000000000e+01
93	2.200000000000000000e+01
94	4.200000000000000000e+01
95	3.200000000000000000e+01
96	1.500000000000000000e+01
97	3.700000000000000000e+01
98	4.100000000000000000e+01
99	4.000000000000000000e+01
100	3.700000000000000000e+01
101	3.000000000000000000e+01
102	5.000000000000000000e+01
103	3.500000000000000000e+01
104	2.900000000000000000e+01
105	5.400000000000000000e+01
106	4.000000000000000000e+01
107	2.800000000000000000e+01
108	4.600000000000000000e+01
109	2.000000000000000000e+01
110	1.700000000000000000e+01
111	7.200000000000000000e+01
112	8.500000000000000000e+01
113	1.400000000000000000e+01
114	5.300000000000000000e+01
115	5.600000000000000000e+01
116	4.800000000000000000e+01
117	6.000000000000000000e+01
118	3.200000000000000000e+01
119	2.800000000000000000e+01
120	7.200000000000000000e+01
121	2.800000000000000000e+01
122	5.800000000000000000e+01
123	1.500000000000000000e+01
124	3.500000000000000000e+01
125	6.600000000000000000e+01
126	2.500000000000000000e+01
127	2.100000000000000000e+01
128	1.060000000000000000e+02
129	2.400000000000000000e+01
130	8.700000000000000000e+01
131	2.000000000000000000e+01
132	1.070000000000000000e+02
133	3.130000000000000000e+02
134	6.400000000000000000e+01
135	2.500000000000000000e+01
136	5.800000000000000000e+01
137	6.600000000000000000e+01
138	5.800000000000000000e+01
139	1.800000000000000000e+01
140	5.700000000000000000e+01
141	5.000000000000000000e+01
142	5.200000000000000000e+01
143	2.000000000000000000e+01
144	2.000000000000000000e+01
145	3.900000000000000000e+01
146	3.200000000000000000e+01
147	2.200000000000000000e+01
148	6.800000000000000000e+01
149	3.000000000000000000e+01
150	2.300000000000000000e+01
151	2.300000000000000000e+01
152	8.000000000000000000e+01
153	2.900000000000000000e+01
154	6.100000000000000000e+01
155	1.900000000000000000e+01
156	1.230000000000000000e+02
157	5.900000000000000000e+01
158	1.890000000000000000e+02
159	3.700000000000000000e+01
160	2.000000000000000000e+01
161	1.100000000000000000e+01
162	1.800000000000000000e+01
163	9.300000000000000000e+01
164	7.600000000000000000e+01
165	1.270000000000000000e+02
166	7.600000000000000000e+01
167	1.390000000000000000e+02
168	7.100000000000000000e+01
169	1.290000000000000000e+02
170	7.100000000000000000e+01
171	1.900000000000000000e+01
172	2.180000000000000000e+02
173	2.750000000000000000e+02
174	1.060000000000000000e+02
175	8.170000000000000000e+02
176	1.100000000000000000e+01
177	2.850000000000000000e+02
178	1.490000000000000000e+02
179	8.320000000000000000e+02
180	4.000000000000000000e+02
181	4.710000000000000000e+02
182	2.460000000000000000e+02
183	1.050000000000000000e+02
184	3.280000000000000000e+02
185	2.854000000000000000e+03
186	1.913000000000000000e+03
187	6.800000000000000000e+02
188	7.060000000000000000e+02
189	5.500000000000000000e+02
190	2.630000000000000000e+02
191	7.290000000000000000e+02
192	4.420000000000000000e+02
193	5.800000000000000000e+01
194	6.650000000000000000e+02
195	1.220000000000000000e+03
196	7.210000000000000000e+02
197	9.670000000000000000e+02
198	9.270000000000000000e+02
199	1.373000000000000000e+03
200	2.480000000000000000e+02
201	7.420000000000000000e+02
202	1.490000000000000000e+02
203	2.510000000000000000e+02
204	3.500000000000000000e+01
205	3.300000000000000000e+01
206	4.000000000000000000e+01
207	3.410000000000000000e+02
208	4.660000000000000000e+02
209	2.300000000000000000e+01
210	2.600000000000000000e+01
211	3.100000000000000000e+02
212	4.600000000000000000e+02
213	3.300000000000000000e+01
214	2.900000000000000000e+01
215	5.350000000000000000e+02
216	5.490000000000000000e+02
217	7.560000000000000000e+02
218	5.000000000000000000e+01
219	3.900000000000000000e+01
220	1.141000000000000000e+03
221	3.080000000000000000e+02
222	3.040000000000000000e+02
223	8.600000000000000000e+01
224	1.776000000000000000e+03
225	6.780000000000000000e+02
226	2.242000000000000000e+03
227	3.400000000000000000e+01
228	5.890000000000000000e+02
229	2.600000000000000000e+01
230	4.510000000000000000e+02
231	2.200000000000000000e+01
232	1.705000000000000000e+03
233	3.200000000000000000e+01
234	2.700000000000000000e+01
235	1.425000000000000000e+03
236	2.230000000000000000e+02
237	3.300000000000000000e+01
238	4.240000000000000000e+02
239	1.230000000000000000e+02
240	6.390000000000000000e+02
241	4.100000000000000000e+01
242	1.170000000000000000e+02
243	6.480000000000000000e+02
244	3.300000000000000000e+01
245	1.120000000000000000e+02
246	1.085000000000000000e+03
247	2.030000000000000000e+02
