# amplicon position	effect
87	0.000000000000000000e+00
88	0.000000000000000000e+00
89	1.000000000000000000e+00
90	1.000000000000000000e+00
91	8.000000000000000000e+00
92	0.000000000000000000e+00
93	1.000000000000000000e+00
94	1.000000000000000000e+00
95	0.000000000000000000e+00
96	2.000000000000000000e+00
97	1.000000000000000000e+00
98	0.000000000000000000e+00
99	0.000000000000000000e+00
100	0.000000000000000000e+00
101	0.000000000000000000e+00
102	1.000000000000000000e+00
103	1.000000000000000000e+00
104	3.000000000000000000e+00
105	4.000000000000000000e+00
106	2.000000000000000000e+00
107	1.000000000000000000e+00
108	1.000000000000000000e+00
109	1.000000000000000000e+00
110	1.000000000000000000e+00
111	1.000000000000000000e+00
112	1.000000000000000000e+00
113	1.000000000000000000e+00
114	4.200000000000000000e+01
115	7.000000000000000000e+00
116	4.000000000000000000e+00
117	4.000000000000000000e+00
118	5.000000000000000000e+00
119	3.000000000000000000e+00
120	3.000000000000000000e+00
121	3.000000000000000000e+00
122	4.000000000000000000e+00
123	3.000000000000000000e+00
124	0.000000000000000000e+00
125	0.000000000000000000e+00
126	0.000000000000000000e+00
127	0.000000000000000000e+00
128	0.000000000000000000e+00
129	1.000000000000000000e+00
130	1.000000000000000000e+00
131	4.100000000000000000e+01
132	4.100000000000000000e+01
133	4.100000000000000000e+01
134	4.200000000000000000e+01
135	4.200000000000000000e+01
136	4.400000000000000000e+01
137	4.100000000000000000e+01
138	4.100000000000000000e+01
139	4.100000000000000000e+01
140	6.000000000000000000e+00
141	3.910000000000000000e+02
142	3.920000000000000000e+02
143	3.920000000000000000e+02
144	4.330000000000000000e+02
145	4.330000000000000000e+02
146	3.920000000000000000e+02
147	3.920000000000000000e+02
148	3.920000000000000000e+02
149	5.880000000000000000e+02
150	5.880000000000000000e+02
151	1.310000000000000000e+03
152	1.311000000000000000e+03
153	1.311000000000000000e+03
154	1.968000000000000000e+03
155	2.828000000000000000e+03
156	3.562000000000000000e+03
157	4.478000000000000000e+03
158	4.887000000000000000e+03
159	9.003000000000000000e+03
160	9.141000000000000000e+03
161	9.705000000000000000e+03
162	9.940000000000000000e+03
163	1.037600000000000000e+04
164	1.094900000000000000e+04
165	1.362400000000000000e+04
166	1.528300000000000000e+04
167	1.776500000000000000e+04
168	1.915400000000000000e+04
169	2.424900000000000000e+04
170	2.625300000000000000e+04
171	3.008900000000000000e+04
172	3.426600000000000000e+04
173	3.622400000000000000e+04
174	4.389700000000000000e+04
175	5.171000000000000000e+04
176	5.634600000000000000e+04
177	8.474200000000000000e+04
178	8.544500000000000000e+04
179	8.866400000000000000e+04
180	9.583900000000000000e+04
181	1.055280000000000000e+05
182	1.063380000000000000e+05
183	1.076680000000000000e+05
184	1.112070000000000000e+05
185	2.059900000000000000e+05
186	1.056260000000000000e+05
187	9.292800000000000000e+04
188	8.946200000000000000e+04
189	6.683100000000000000e+04
190	5.976500000000000000e+04
191	5.799800000000000000e+04
192	5.350400000000000000e+04
193	4.658300000000000000e+04
194	4.040500000000000000e+04
195	3.646200000000000000e+04
196	3.563700000000000000e+04
197	3.316600000000000000e+04
198	2.821000000000000000e+04
199	2.580900000000000000e+04
200	1.768200000000000000e+04
201	1.770800000000000000e+04
202	1.687500000000000000e+04
203	1.547600000000000000e+04
204	1.536400000000000000e+04
205	1.354600000000000000e+04
206	1.285600000000000000e+04
207	1.191000000000000000e+04
208	1.162600000000000000e+04
209	1.174700000000000000e+04
210	8.292000000000000000e+03
211	8.293000000000000000e+03
212	7.323000000000000000e+03
213	7.252000000000000000e+03
214	6.690000000000000000e+03
215	3.721000000000000000e+03
216	3.722000000000000000e+03
217	3.717000000000000000e+03
218	3.343000000000000000e+03
219	3.344000000000000000e+03
220	3.432000000000000000e+03
221	2.844000000000000000e+03
222	2.156000000000000000e+03
223	1.223000000000000000e+03
224	1.238000000000000000e+03
225	7.050000000000000000e+02
226	6.490000000000000000e+02
227	5.660000000000000000e+02
228	5.640000000000000000e+02
229	5.660000000000000000e+02
230	5.660000000000000000e+02
231	5.670000000000000000e+02
232	5.670000000000000000e+02
233	5.730000000000000000e+02
234	5.790000000000000000e+02
235	6.750000000000000000e+02
236	1.182000000000000000e+03
237	1.181000000000000000e+03
238	9.990000000000000000e+02
239	1.166000000000000000e+03
240	2.230000000000000000e+03
241	2.228000000000000000e+03
242	2.126000000000000000e+03
243	1.069000000000000000e+03
244	1.847000000000000000e+03
245	1.763000000000000000e+03
246	1.993000000000000000e+03
247	3.047000000000000000e+03
