# amplicon position	effect
144	1.060000000000000000e+02
145	5.000000000000000000e+01
146	4.900000000000000000e+01
147	4.700000000000000000e+01
148	6.600000000000000000e+01
149	6.700000000000000000e+01
150	1.110000000000000000e+02
151	1.620000000000000000e+02
152	1.720000000000000000e+02
153	1.950000000000000000e+02
154	1.950000000000000000e+02
155	1.950000000000000000e+02
156	4.090000000000000000e+02
157	4.410000000000000000e+02
158	4.780000000000000000e+02
159	4.820000000000000000e+02
160	5.160000000000000000e+02
161	5.620000000000000000e+02
162	5.940000000000000000e+02
163	7.400000000000000000e+02
164	8.600000000000000000e+02
165	1.524000000000000000e+03
166	1.690000000000000000e+03
167	1.877000000000000000e+03
168	2.207000000000000000e+03
169	3.131000000000000000e+03
170	3.799000000000000000e+03
171	5.002000000000000000e+03
172	5.755000000000000000e+03
173	6.376000000000000000e+03
174	1.064400000000000000e+04
175	1.225400000000000000e+04
176	1.427600000000000000e+04
177	2.649200000000000000e+04
178	2.713000000000000000e+04
179	2.737900000000000000e+04
180	2.890800000000000000e+04
181	3.559400000000000000e+04
182	3.693800000000000000e+04
183	3.818900000000000000e+04
184	4.211300000000000000e+04
185	1.245050000000000000e+05
186	3.967700000000000000e+04
187	3.346600000000000000e+04
188	3.039600000000000000e+04
189	1.992100000000000000e+04
190	1.797800000000000000e+04
191	1.696600000000000000e+04
192	1.465600000000000000e+04
193	1.270700000000000000e+04
194	1.209100000000000000e+04
195	8.998000000000000000e+03
196	9.160000000000000000e+03
197	7.310000000000000000e+03
198	5.737000000000000000e+03
199	4.734000000000000000e+03
200	3.629000000000000000e+03
201	3.198000000000000000e+03
202	2.353000000000000000e+03
203	2.036000000000000000e+03
204	1.895000000000000000e+03
205	1.693000000000000000e+03
206	1.500000000000000000e+03
207	1.183000000000000000e+03
208	1.027000000000000000e+03
209	1.010000000000000000e+03
210	9.300000000000000000e+02
211	8.580000000000000000e+02
212	8.350000000000000000e+02
213	8.060000000000000000e+02
214	7.360000000000000000e+02
215	7.960000000000000000e+02
216	7.520000000000000000e+02
217	7.360000000000000000e+02
218	7.650000000000000000e+02
219	7.400000000000000000e+02
220	5.880000000000000000e+02
221	6.120000000000000000e+02
222	6.940000000000000000e+02
223	6.950000000000000000e+02
224	6.800000000000000000e+02
225	7.560000000000000000e+02
226	8.170000000000000000e+02
227	8.020000000000000000e+02
228	7.390000000000000000e+02
229	7.440000000000000000e+02
230	7.430000000000000000e+02
231	7.360000000000000000e+02
232	8.510000000000000000e+02
233	8.820000000000000000e+02
234	8.240000000000000000e+02
235	8.310000000000000000e+02
236	8.610000000000000000e+02
237	9.230000000000000000e+02
238	9.370000000000000000e+02
239	1.002000000000000000e+03
240	1.007000000000000000e+03
241	1.049000000000000000e+03
242	1.202000000000000000e+03
243	1.278000000000000000e+03
244	1.721000000000000000e+03
245	1.710000000000000000e+03
246	2.297000000000000000e+03
247	3.938000000000000000e+03
