# amplicon position	effect
142	4.622795803139037596e-02
143	7.587761387221317322e-02
144	1.103094722680073858e-01
145	1.045708292020416791e-01
146	1.963891182574929173e-01
147	8.129744343451411615e-02
148	1.814048835852491437e-01
149	8.544201898215600388e-02
150	6.663202226593509248e-02
151	1.447413306638015984e-01
152	1.469730251894549311e-01
153	1.166857423413026063e-01
154	1.539869222700796791e-01
155	1.409155686198244606e-01
156	2.556884299391384840e-01
157	1.833177646072376987e-01
158	2.129674204480604960e-01
159	2.285892821276337972e-01
160	2.458052113255309035e-01
161	3.379423138846469055e-01
162	2.862945262909555866e-01
163	3.774751883390772833e-01
164	3.436809569506126261e-01
165	8.037288427388630252e-01
166	7.590949522257964821e-01
167	8.467686657336057632e-01
168	8.209447719367601870e-01
169	1.237952834730267737e+00
170	1.405011110650602690e+00
171	1.780254604464026613e+00
172	2.068143198273306282e+00
173	2.258156046457503674e+00
174	3.518107012940640210e+00
175	4.103129792165477241e+00
176	4.664879185622786473e+00
177	8.695319498952697401e+00
178	8.923908781080331920e+00
179	3.645090431450314838e+01
180	3.734039398972782919e+01
181	4.621137972919981252e+01
182	1.876759452023349795e+01
183	1.268335761629519531e+01
184	1.482195859887841394e+01
185	7.859390492343693779e+01
186	1.651390186282730355e+01
187	1.118620940308547773e+01
188	1.026547600450164666e+01
189	6.778612714920153159e+00
190	5.981897769261914632e+00
191	5.746294590053656393e+00
192	4.886773384173459966e+00
193	4.218221466988455681e+00
194	3.961576596538323169e+00
195	3.142544705623551593e+00
196	3.066667091751338337e+00
197	2.481325499022836389e+00
198	1.934560340237771126e+00
199	1.616384463580339492e+00
200	1.208303178889444940e+00
201	1.103732349687403413e+00
202	9.554840704832894271e-01
203	7.501681741231831513e-01
204	6.762034412729585053e-01
205	6.302942967452329626e-01
206	5.786465091515415882e-01
207	4.928856766657208621e-01
208	4.217902653484790765e-01
209	4.122258602385362458e-01
210	3.459126514762659310e-01
211	3.226392657087383542e-01
212	3.736494262951001732e-01
213	3.583463781191916220e-01
214	3.404928219139649603e-01
215	3.659979022071458976e-01
216	3.516512945422316516e-01
217	3.309284168040221297e-01
218	3.277402817673745195e-01
219	3.369858733736526002e-01
220	2.869321532982850864e-01
221	2.961777449045631672e-01
222	2.971341854155574724e-01
223	2.926707963642508070e-01
224	3.433621434469478206e-01
225	3.513324810385668462e-01
226	3.911841689966620295e-01
227	3.742870533024296731e-01
228	3.401740084103002104e-01
229	3.369858733736526002e-01
230	3.628097671704982874e-01
231	3.663167157108106475e-01
232	4.539904292186199841e-01
233	4.680182233798694802e-01
234	4.683370368835342301e-01
235	4.861905930887608918e-01
236	4.734380529421703954e-01
237	4.960738117023684723e-01
238	5.180719434552369940e-01
239	6.105278595180176904e-01
240	6.239180266719377421e-01
241	6.191358241169663268e-01
242	7.319958044142917952e-01
243	8.295527365357087124e-01
244	9.245591606278075192e-01
245	9.134006879995408834e-01
246	1.114572008812005244e+00
247	1.876982621475915280e+01
