# amplicon position	effect
79	6.000000000000000000e+00
80	6.000000000000000000e+00
81	6.000000000000000000e+00
82	6.000000000000000000e+00
83	6.000000000000000000e+00
84	7.000000000000000000e+00
85	6.000000000000000000e+00
86	9.000000000000000000e+00
87	6.000000000000000000e+00
88	6.000000000000000000e+00
89	6.000000000000000000e+00
90	6.000000000000000000e+00
91	7.000000000000000000e+00
92	6.000000000000000000e+00
93	6.000000000000000000e+00
94	7.000000000000000000e+00
95	7.000000000000000000e+00
96	8.000000000000000000e+00
97	8.000000000000000000e+00
98	1.500000000000000000e+01
99	1.500000000000000000e+01
100	1.500000000000000000e+01
101	6.900000000000000000e+01
102	1.500000000000000000e+01
103	9.300000000000000000e+01
104	1.500000000000000000e+01
105	1.600000000000000000e+01
106	1.390000000000000000e+02
107	1.500000000000000000e+01
108	1.020000000000000000e+02
109	1.500000000000000000e+01
110	4.000000000000000000e+01
111	1.470000000000000000e+02
112	1.110000000000000000e+02
113	1.000000000000000000e+01
114	1.180000000000000000e+02
115	1.100000000000000000e+01
116	1.100000000000000000e+01
117	1.100000000000000000e+01
118	1.200000000000000000e+01
119	1.100000000000000000e+01
120	1.100000000000000000e+01
121	1.100000000000000000e+01
122	1.430000000000000000e+02
123	5.500000000000000000e+01
124	4.080000000000000000e+02
125	1.000000000000000000e+01
126	1.520000000000000000e+02
127	1.020000000000000000e+02
128	1.030000000000000000e+02
129	8.300000000000000000e+01
130	9.900000000000000000e+01
131	1.770000000000000000e+02
132	2.160000000000000000e+02
133	6.200000000000000000e+01
134	1.100000000000000000e+01
135	6.500000000000000000e+01
136	4.320000000000000000e+02
137	9.000000000000000000e+00
138	9.000000000000000000e+00
139	4.200000000000000000e+01
140	5.510000000000000000e+02
141	1.480000000000000000e+02
142	1.500000000000000000e+01
143	1.050000000000000000e+02
144	9.600000000000000000e+01
145	6.100000000000000000e+01
146	2.610000000000000000e+02
147	1.250000000000000000e+02
148	2.460000000000000000e+02
149	1.400000000000000000e+02
150	6.100000000000000000e+01
151	1.080000000000000000e+02
152	1.160000000000000000e+02
153	1.000000000000000000e+02
154	1.950000000000000000e+02
155	9.700000000000000000e+01
156	1.920000000000000000e+02
157	4.600000000000000000e+01
158	4.100000000000000000e+01
159	1.030000000000000000e+02
160	1.030000000000000000e+02
161	2.970000000000000000e+02
162	1.650000000000000000e+02
163	2.950000000000000000e+02
164	1.490000000000000000e+02
165	3.350000000000000000e+02
166	2.900000000000000000e+02
167	4.860000000000000000e+02
168	1.750000000000000000e+02
169	3.150000000000000000e+02
170	3.210000000000000000e+02
171	1.730000000000000000e+02
172	2.700000000000000000e+02
173	1.840000000000000000e+02
174	2.180000000000000000e+02
175	3.840000000000000000e+02
176	1.860000000000000000e+02
177	2.120000000000000000e+02
178	2.150000000000000000e+02
179	6.430000000000000000e+02
180	8.450000000000000000e+02
181	4.630000000000000000e+02
182	4.400000000000000000e+02
183	5.600000000000000000e+02
184	4.450000000000000000e+02
185	4.370000000000000000e+02
186	5.980000000000000000e+02
187	4.850000000000000000e+02
188	4.530000000000000000e+02
189	4.080000000000000000e+02
190	2.640000000000000000e+02
191	2.160000000000000000e+02
192	1.840000000000000000e+02
193	1.560000000000000000e+02
194	6.000000000000000000e+01
195	4.600000000000000000e+01
196	2.500000000000000000e+02
197	4.600000000000000000e+01
198	4.600000000000000000e+01
199	4.600000000000000000e+01
200	4.600000000000000000e+01
201	7.400000000000000000e+01
202	1.620000000000000000e+02
203	1.460000000000000000e+02
204	1.470000000000000000e+02
205	1.740000000000000000e+02
206	1.620000000000000000e+02
207	1.520000000000000000e+02
208	1.520000000000000000e+02
209	1.620000000000000000e+02
210	9.500000000000000000e+01
211	9.300000000000000000e+01
212	1.610000000000000000e+02
213	1.840000000000000000e+02
214	1.980000000000000000e+02
215	2.270000000000000000e+02
216	2.200000000000000000e+02
217	2.200000000000000000e+02
218	1.980000000000000000e+02
219	1.980000000000000000e+02
220	2.040000000000000000e+02
221	2.230000000000000000e+02
222	1.930000000000000000e+02
223	1.660000000000000000e+02
224	2.060000000000000000e+02
225	2.020000000000000000e+02
226	2.560000000000000000e+02
227	2.190000000000000000e+02
228	2.160000000000000000e+02
229	2.220000000000000000e+02
230	2.490000000000000000e+02
231	2.640000000000000000e+02
232	4.390000000000000000e+02
233	4.730000000000000000e+02
234	4.730000000000000000e+02
235	4.530000000000000000e+02
236	4.520000000000000000e+02
237	5.100000000000000000e+02
238	5.230000000000000000e+02
239	6.800000000000000000e+02
240	6.850000000000000000e+02
241	7.300000000000000000e+02
242	7.770000000000000000e+02
243	1.003000000000000000e+03
244	9.920000000000000000e+02
245	1.013000000000000000e+03
246	1.057000000000000000e+03
247	3.234000000000000000e+03
