# amplicon position	effect
108	9.500000000000000000e+01
109	1.400000000000000000e+01
110	2.000000000000000000e+01
111	4.900000000000000000e+01
112	1.200000000000000000e+01
113	1.800000000000000000e+01
114	3.900000000000000000e+01
115	3.200000000000000000e+01
116	7.400000000000000000e+01
117	4.600000000000000000e+01
118	2.200000000000000000e+01
119	3.500000000000000000e+01
120	4.800000000000000000e+01
121	1.800000000000000000e+01
122	2.800000000000000000e+01
123	1.500000000000000000e+01
124	3.000000000000000000e+01
125	1.200000000000000000e+01
126	1.710000000000000000e+02
127	1.000000000000000000e+01
128	4.500000000000000000e+01
129	2.400000000000000000e+01
130	4.500000000000000000e+01
131	1.820000000000000000e+02
132	5.500000000000000000e+01
133	1.700000000000000000e+01
134	4.900000000000000000e+01
135	2.700000000000000000e+01
136	3.300000000000000000e+01
137	3.500000000000000000e+01
138	3.800000000000000000e+01
139	5.300000000000000000e+01
140	4.000000000000000000e+01
141	3.100000000000000000e+01
142	4.100000000000000000e+01
143	2.000000000000000000e+01
144	1.000000000000000000e+01
145	2.900000000000000000e+01
146	3.200000000000000000e+01
147	1.700000000000000000e+01
148	1.800000000000000000e+01
149	1.600000000000000000e+01
150	2.000000000000000000e+01
151	3.400000000000000000e+01
152	4.800000000000000000e+01
153	1.200000000000000000e+01
154	3.600000000000000000e+01
155	1.050000000000000000e+02
156	6.000000000000000000e+01
157	3.900000000000000000e+01
158	4.600000000000000000e+01
159	3.200000000000000000e+01
160	6.800000000000000000e+01
161	8.000000000000000000e+00
162	1.500000000000000000e+01
163	2.200000000000000000e+01
164	2.500000000000000000e+01
165	6.100000000000000000e+01
166	1.850000000000000000e+02
167	8.300000000000000000e+01
168	6.500000000000000000e+01
169	3.500000000000000000e+01
170	1.250000000000000000e+02
171	7.700000000000000000e+01
172	1.420000000000000000e+02
173	2.160000000000000000e+02
174	4.600000000000000000e+01
175	9.400000000000000000e+01
176	1.700000000000000000e+01
177	1.040000000000000000e+02
178	9.100000000000000000e+01
179	4.440000000000000000e+02
180	1.050000000000000000e+02
181	1.560000000000000000e+02
182	4.490000000000000000e+02
183	1.740000000000000000e+02
184	2.780000000000000000e+02
185	1.981800000000000000e+04
186	1.182000000000000000e+03
187	5.910000000000000000e+02
188	1.164000000000000000e+03
189	6.190000000000000000e+02
190	2.150000000000000000e+02
191	3.030000000000000000e+02
192	1.400000000000000000e+02
193	1.160000000000000000e+02
194	1.870000000000000000e+02
195	7.140000000000000000e+02
196	1.110000000000000000e+02
197	2.870000000000000000e+02
198	1.190000000000000000e+02
199	1.770000000000000000e+02
200	6.100000000000000000e+01
201	8.300000000000000000e+01
202	4.260000000000000000e+02
203	1.080000000000000000e+02
204	3.700000000000000000e+01
205	7.900000000000000000e+01
206	5.000000000000000000e+01
207	1.680000000000000000e+02
208	7.600000000000000000e+01
209	7.200000000000000000e+01
210	2.000000000000000000e+01
211	3.800000000000000000e+01
212	4.400000000000000000e+01
213	2.600000000000000000e+01
214	1.080000000000000000e+02
215	5.500000000000000000e+01
216	7.400000000000000000e+01
217	3.600000000000000000e+01
218	3.200000000000000000e+01
219	6.300000000000000000e+01
220	5.100000000000000000e+01
221	2.800000000000000000e+01
222	1.800000000000000000e+01
223	1.500000000000000000e+01
224	6.800000000000000000e+01
225	6.500000000000000000e+01
226	4.400000000000000000e+01
227	4.900000000000000000e+01
228	3.800000000000000000e+01
229	2.100000000000000000e+01
230	7.800000000000000000e+01
231	8.800000000000000000e+01
232	5.900000000000000000e+01
233	5.200000000000000000e+01
234	1.280000000000000000e+02
235	1.240000000000000000e+02
236	8.000000000000000000e+01
237	4.900000000000000000e+01
238	3.500000000000000000e+01
239	4.000000000000000000e+01
240	3.200000000000000000e+01
241	2.500000000000000000e+01
242	1.520000000000000000e+02
243	1.200000000000000000e+02
244	3.100000000000000000e+01
245	2.300000000000000000e+01
246	3.000000000000000000e+01
247	7.700000000000000000e+01
